review,label
"I have born free stage 1 nipples that came with the bottles, and these seem even softer, which i thought was strange. It's not a good thing or a bad thing though, just an observation. These nipples are great for my 15 week old. I noticed he was getting fussy while eating, and I think he wasn't getting milk out fast enough. Ever since he's used these, he finishes his bottle in half the time it used to take, and he's happier!",1
"We have been using this table for 1.5 years now and it has held up well to daily use. My only complaint is that the bottom two shelves are not supported underneath, so when any sort of weight is put on them, they sag. The bottom shelf in my unit is constantly coming undone from the sides and falling thru to the floor.",0
"I don't have this changer but someone I know is requesting this as a baby shower gift. I saw this changer at the store and it really doesn't look sturdy at all. I am a new mom and I wouldn't purchase this. They grow out of this right away and if you have an active baby at 4 months, this is no longer of use. The only good thing about it is that it is affordable, but I just dont recommend it, for safety reasons. Also, I do recommend that if you are getting a dresser, Babies R Us carries the changer that you can place on top of the dresser( looks like a little mattress, just the right size), you can have your changer and once the little one outgrows it you can put it away and you can place frames and other cute things on the dresser. I hope this is of use to some.",0
"We bought the snugRide infant car seat but it was already too small when our son turned one month (he was approx. 10.5 lbs). As he is a winter child, when we dress him up in a snowsuit, the straps no longer buckle up. We were forced to put the straps over his shoulders only, which was obviously not safe. If your child is above average weight and you are planning to use the car seat over winter months, consider getting a convertible car seat right away. One more thing ... the car seat is VERY HEAVY, especially with a 10+ lbs newborn.",0
"Please don't listen to the other comments. First of all, these are not intended for drawers. Take a look at the picture people! They are for cabinet doors! If you install them on cabinet doors (even nice ones) like I did, they work fine!",1
This swing is a life saver. We have traveled with it everywhere. It is so easy to fold up and transport not like other swings. Our son will sit in it for ages. The music and scenery keep him occupied. He has also fallen asleep in it many times. It calms him down when he is over tired and trying to fall asleep. I would recommend this to anyone. Our son is now 4 months old and we have used it since the week he was born and still do today.,1
"Initially I liked this product, but after about 9 months the hinges rusted and eventually broke off. Now there is no inner lid to keep the smell out and it is stinking up the house. I tried contacting the company for a replacement, but was never able to get a response. Finally broke down and bought a Diaper Genie II to replace the Diaper Dekor. I bought the Dekor originally because of its hands-free use, but now the Genie is also hands-free so hopefully it will work better.",0
"Hands down, this pump can't be beat! The Avent Isis IQ Duo is SOOOO easy to use, I wish I had it for my first child! I had a Medela PIS for my first child and I hated it.The best part is the one-hand operation - ON THE BREASTSHIELD. Other pumps whose controls are on the pump itself force you to figure out how to balance the shields on your knees or something while you adjust the knobs. The IQ Duo doesn't have this problem!Also, the IQ Duo lets YOU adjust precisely to YOUR level of comfort in suction level and rhythm. A DREAM PUMP! I can pump so fast with this - and IT IS QUIET! The PIS I had was loud and unnerving. This pump is by far the best out there.",1
"I got this as a gift on my baby shower & was so happy to receive it! This playpen is so wonderful, very colorful & sooo easy to set it up. I'm pretty sure our unborn child will be thrilled about it. I received great reviews on this gear also so don't be dissapointed to grab one like it!!! awesome playpen!!!",1
I ordered this because I don't have a lot of storage space and thought this bath would be easier to store than a big plastic tub. It arrived sealed in plastic but when I attempted to use it for the first time black dirt seeped out. I have attempted to wash it 3 times through the washing machine and still get black dirt.,0
"I received these diapers as a shower gift. It was a huge box, and my baby wasn't big enough to wear them for quite some time. When she was, I quickly fell into a routine of several clothing changes per day combined with at least one crib bedding change a day. I have never gone through so many stain treatment sticks in my life as I did while using up these 200 diapers. My baby is breastfed, so BMs are frequent and runny. If she was lying down for longer than 5 minutes after filling that diaper it was pretty much a guarantee that poop was on her clothes, legs, and/or up her back.When I switched back to Pampers, the poop accidents stopped like magic. Suddenly, I was doing laundry just because she had worn all of her clothes and it was time for a sheet change instead of washing that stuff because it was covered in poop. Coincidentally, with my son I also had problems using Huggies. He was not breastfed so the poops weren't a problem. Rather, the pee ALWAYS managed to escape the diaper. After a couple days worth of changing onsies 10 times a day (pee up his back every time), I threw the rest of the Huggies out.Now, on to other comparisons. These Huggies diapers feel like plastic - they are rough and scratchy to the touch. Further, the innards of the diaper don't have that dry-weave layer above the absorbant batting so mositure isn't wicked away from baby's skin. Either prepare to change the diaper the instant it becomes wet (usually baby will let you know), or deal with never-ending diaper rashes.I like Pampers because they don't feel plastic-y. They are soft to the touch inside and out (and so long as you buy swaddlers or sensitive types) they have a dry-weave layer inside to wick moisture away from the skin. I found that the Huggies Pure & Natural diapers were closest to Pampers in these areas, but I still prefer Pampers. The additional bonus with Pampers Sensitive is the moisture strip that turns from yellow(dry) to blue/green when wet. The strip is most useful for newborns because the volume of pee is sometimes so small that it is hard to tell that the diaper is wet. At 3 a.m. when you are exhausted and your newborn is crying, a quick glance at the exterior surface of the diaper will let you know if a wet diaper is to blame.",0
This monitor works so well... you can hear every sound the baby makes! I was getting some feedback for a few days until i realized I had my cordless phone too close to the reciever (the cordless phone also distorts my tv if it is too close!). I highly recommend this monitor!!!!!,1
"The diaper is good, but I dislike the smell. If pamper can release an unscented version, I'd jump for it.",0
"I don't review products unless I think they're really great or a waste of money. The Diaper Champ is a waste of your money. While not having to buy refills for it and being able to use trash or plastic shopping bags is convenient, that's the only pro of this pail. It's okay in the beginning when your baby is on breast milk/formula and not much else. But once they start eating and really pooping, not only do you deal with odors every time you change the bag, you deal with them EVERY time you add a diaper to the pail. When you pull the handle to dispose of the dirty diaper the scents of everything inside come floating out. My son's room constantly smelled of dirty diapers. I bought the Diaper Genie II when my son turned a year old and I'll never use anything else again. The refills hold a lot of diapers and there is NO ODOR EVER!",0
"This is a wonderful product for infants not quite ready for an adult tub, but too big for a baby tub. I love how it fits perfectly into the regular tub, so it's easy to fill/drain and will make an easier transition for when my son becomes too big for it. My son loves playing with the rings and seems to be very comfortable. My brother is super-picky, but after seeing my son's tub he bought one for his daughter!",1
"We have the First Years Day and Night Bottle Warmer (with the cooler on the back) for use upstairs, and loved it so much that I decided to order what I assumed to be the same item without the cooler for the kitchen counter downstairs. It never heated the bottles as well as the one that we had, and the bottles gradually got less and less warm, until the warmer didn't work at all. We used it less than ten times, and the entire thing totally crapped out. I ignored the bad reviews and really, really wanted to like this item because I love the cooler/bottle warmer so much! Back to Amazon it goes!",0
"muy satisfecho por el producto, lo recomiendo altemente para todos y cada uno de los usuarios, es producto es bastante comodo",1
The Baby Papasan looks so cozy for a baby. Unfortunatly my son didn't care for it at all. The incline of the seat is too steep I think. He tends to slip forward so the buckle is what is holding him in. I really wish I would have spent the $50 on something else. He loved his swing and bouncy chair. I would recommend getting those instead of this.,0
I wish I would have known more about what to look for in a car seat before we purchased this one.-The handle is very difficult to move and the loud noise it makes wakes our baby almost everytime we move the seat from the car.-The latching system requires quite a bit of coordination and strength- I did not have either after many nights with limited sleep.- The car seat is very heavy and difficult to carry the baby in. For the first few months I dreaded every trip with putting him in the car seat.-Our baby is now 4 months and 20 lbs- I am looking forward to getting a new car seat and never using this one.,0
"I was worried when my milk production seemed to be decreasing. I read changing the shield size may help, and did it ever. Now I am again able to pump enough milk at work to feed my son for a day without having to pump when I am at home too.",1
"i consider myself to be a carseat gestapo when it comes to getting 1) the seat tightly enough in the car (i expect it not to move AT ALL), and 2) the straps close to my child's chest (NO more than 1-2 fingers under the strap at the collarbone). well, this carseat has been a nightmare since day one! although we can get it in our Odyssey so it doesn't move (and yes the tether is a pain to adjust), once it's in we CANNOT get the straps tight enough on our daughter. i've pulled and pulled and pulled until i literally popped one of my ribs out of its cartilage (extremely painful injury)!!!this seat may be a wonderful booster seat, but it STINKS as a 5-point harness seat. i'm throwing it away i'm so disgusted. i've got a Britax on order and cannot wait til it arrives. i love our other Britaxes (Roundabouts) that we now use for our son since our daugther outgrew them. i don't know why i tried to cut corners and buy one seat rather than one now to take her to 65 pounds in a 5-point harness and another later for a booster.carefully examine your child in this seat if you do buy it. my bet is that your child is NOT in the seat tightly enough to be safe.",0
"I spoke with Natalie Laffe from Angelcare moments ago (they are in Canada). It turns out this product is made by a former partner of theirs called ""Bebesounds"" which was actually sold to ""Graco."" And Angelcare was not happy with Graco's business. Their business relationship no longer exists. All of these boards are unsold inventory from Graco. They are no longer manufactured. Even Natalie from Angelcare said this board is overpriced and that all you need is a board that is bigger than the sensor to keep the sensor from being bent or damaged by slats or springs. And get this, she said it doesn't have to be made of Masonite! She said that wood would work fine. If you want to know if any product is made by, affiliated with, or endorsed by Angelcare, you need only to look at the Angelcare website and click on ""products."" If it's not there, then they don't make it. Hope this helps!",0
"I bought this dresser last week, got it yesterday and put it together... so here comes the review.Some people have complained about the quality of the wood/finnish and I get thier gripe. The dresser is mostly particle board with a wood veneer. I guess what do you expect for $200, almost none of the dresser is solid wood (maybe 1 or 2 of the smaller pieces). However the dresser does look nice once put together even if the materials are second best. I've also read about how hard it was to put together, I get thier point also. But for the most part average person should be able to figure it out.What frustrated me about the dresser was the lack of quality control on the dresser itself. several of the pieces were scuffed/scratched right out of the box, not cool. Also the metal rails for the drawers are aweful, let me repeat AWEFUL! The drawers only open halfway and even then they feel very unsafe. This is not due to how I put the dresser together, I double/triple checked it. Either Storkcraft shipped my dresser with the wrong rails or the ones that come with it are a piece of crap, choose your poison!So what I'm left with is a dresser that looks pretty, but under the veneer is nothing but particle board. And a dresser that I wouldn't trust to hold baby cloths for fear of the drawers falling out on my kid... sooo umm yaaaa... Don't buy this dresser. Unless you want a pretty ornament that looks but doesn't function like a dresser.Peace out.Pabbott",0
"This pack'n play is a good all around, sturdy item. However, this does not travel easily. The entire pack'n play does not fit into the bag which came with the item. Therefore, I gave it a poor rating since to me a true pack'n play is easy to put up and easy to pack away into one bag. Also, this item is very heavy with no handles on the bag(awkward to carry). I do not mind the weight, yet it doesn't make packing it around easy.I think this is more of a stationary item that people use in their homes rather on trips. I will use it my on trips, since I do like the features and I am not eager to do more research on other options at this point in time. Just to let anyone out there who was looking for an easy travel item, this is not it. If you are looking for a more stationary pack'n play with great features in that case this is it.",0
"Great nursing pillow...in my case, it's the best thing for men because you really can get tired when you feed your child with the bottle so this pillow would be something unique to rest on. For my wife is an ok product, not excellent because the pillow is a little bit higher than her breast so when she tries to breast feeding our daughter it gets uncomfortable and difficult to work with.",0
"My son is not 41 pounds yet, but he does not fit in size 6 diapers anymore. I guess it's because he is chunkier than he should be for his height. I am so glad that Pampers invented size 7 just as my son started needing them. Now I don't have to buy medical diapers for him. My son is severely disabled, and I need to buy diapers for him until he is 3 years old. Then the insurance will cover them. Thanks, Pampers, for making size 7. I only wish I could get them in any store!I think the Pampers work great. My son hasn't had a leaky Pamper yet, and believe me, my son has a tendency to have leaky diapers from time to time.",1
"We have two aquarium bouncers for our twin daughers. We have used these from the time we brought them home from the hospital. The two negatives that we have had is that we are constantly changing the batteries and if you have the aquarium and vibration mode on it is a bit noisy. This all would be fine as long as the babies are happy!! The main concern with the bouncer is that at 5 months are daughters began to throw themselves out of the bouncer. Since they were securely fastened in the seat they would be dangling over the side, fastened in the seat, and their head dangling to the ground. We have always been very cautious with these bouncers due to there is not any support on the sides. We had to go and buy two more bouncers for our twins because these were just too unsafe. We feel that safety is the main priority so I do NOT recommend this product. There are many bouncers out there that do provide satisfaction for your little one and provide safety. I wish that I would have returned mine in the beginning when we were concerned about the sides not having any support. I hope this review helps. We ended up having to buy four bouncers because of this and I hope this helps with your shopping decision! Good luck!! :-)",0
"This tray is awesome. Whenever you need to keep baby in the chair just slide this on. I did read a couple reviews before I bought about how people thought it just came apart when baby would pull on it or it would just come off, but that is definitely not the case. When you put it together you need to make sure it snaps and when you put it on, slide the little lip underneath the bottom of the Bumbo. You might need to lift the Bumbo up a little. It's not easy at first but once you get the hang of it. Anyway, its great for feeding or just playing with toys, because without it, its not easy for them to reach the toy on the floor.",1
I bought this soap for my wife. I liked how it smelled so much that I decided to use it. It's a shame you can't find this at the local pharmacy. By far the best soap I have ever used.,1
"We we extremely amazed to have found such an excellent price. We knew we wanted the Baby Einstein swing, but had difficulty finding it. We we concerned to use the free shipping - due to waiting for our order. To our amazement, we received it in aprox. 3 day! Our granddaughter Ariana is extremely excited with al the added features. We would recommend this product plus Amazon to anyone serious about decent prices for hard to find items and excellent and speedy delivery.Christina Augustine, PABaby Einstein Discover and Play Swing",1
"I bought this pump because I read all of the great reviews but I have to admit that it didn't work as well for me. I originally rented a hospital pump, which worked great but I decided to save the money and invest in my own pump. I could not get as much milk out with this pump. Also, it took much longer having to do one side at a time. I would suggest renting a pump or if you plan to nurse for more than 6 months it would be worth your money to buy the more expensive electric ones. Unfortunalty, I had too much trouble breastfeeding to continue. My baby is doing excellent on formula but for those of you nursing...keep up the good work!",0
"My son just loves this jumper, we got it when he was 3 mo. old. He is 4 mo. now and has really got the hang of it. It took him a couple times of trial and error.But now that he has the hang of it, it's all he wants to do. He even tries to jump in his stationary play area.",1
"I bought this for my daughter in preparation for potty training. I thought it was cute because it played a tune when the child sat on it. My daughter liked sitting on it and hearing the music and was potty trained using this product, but if I had to do it all over again, I would probably buy another potty chair. This is why:1. The music sometimes doesn't work when it is sat on and at other times it will play when nobody is sitting on it. Also, the little music player eats batteries like there is no tomorrow. I got sick of changing the batteries every single day and after a few weeks took them out permanently.2. The potty sometimes leaks. There is a small gap between the bowl and the chair and I have noticed a small amount a urine does leak through onto the floor from time to time. This can be somewhat irritiating to say the least. I definitely would NOT recommend this product if your whole house is carpeted. Only put this potty on a hard surface were leaks can easily be cleaned up.3. No cover and very shallow and narrow bowl. The chair itself is probably about 12-15 inches wide with the bowl being about 5 inches wide, 6-7 inches long and maybe 3 inches deep. With this potty you have to vigilient and dump the contents after every movement. This is not hard to do during the training process, but after potty training is mastered it's easy to forget when your child can go to the bathroom without your supervision. Without a cover, any BM will make your bathroom (or 'training room') a noxious place within several seconds. After two pee-pees, the shallow bowl will be almost filled to overflowing. If your child is big boned or has big BM's, it will be hard to fit him into the chair or his BM's into the bowl. I noticed most potties are much wider and have a bowl about twice the size of this one. With the royal potty you have to check the potty once every few hours to avoid a major overflow or leakage.4. Dumping the contents can be a pain. To remove the bowl from the potty, you have to get it a hard tug. If the bowl is close to full, this could lead to a mess, mostly on your hands, on the floor, and the nearest object. Getting it back in can be a little tricky, especially the first few times. In the other potties I've tried, removal of the bowl is much easier and less mess-prone.I would not recommend this potty. Instead, I would recommend the Potty 'N Step Stool. It has a cover, and a large enclosed bowl that is easy to remove and put back in place. My mother bought that one for the times my daughter stays at her house and I wished I purchased the same one too.",0
"We used this ring in public restrooms when we were out and about. Often it wouldn't fit the toilet very well and would slide around when my boys would sit on it, even if I carefully lifted them onto the ring myself. A couple of times it almost dumped them in the toilet and scared them to death. I don't recommend it.",0
"I bought this pump after breaking the pump I was given in the hospital when I had my baby. I can't beleive what a piece of junk. I was only able to pump about 3 ounces at a time, when I was able to pump at least 5 oz with the other. I am very dissapointed and I feel I have wasted my money. I would have bought the same pump I had gotten in the hospital, which was half the price, but it wasn't available in the store I was in.",0
"This was not very well made. It is too tall for smaller infants. The dinosaur lights and sounds, barely works, and is impossible to take apart to change the batteries. The tray does open, but where it closes the baby's fingers get caught in the opening which is right in front by the padding causing injury. Baby's once traumatized by pain, will not willing go back to the seat. This is a defect that could have had the opening towards the front so they don't get hurt and cannot reach. It is very hard to move. The wheels need to be rotating in the back as well as the front. Just not happy with it!!!!!!",0
"This is an AWESOME seat. I tried another seat for my son first and the pee guard just smashed him so needless to say he couldn't/wouldn't potty b/c he couldn't even get his equipment past the guard to pee in the toilette. The pee guard moves so you can move it over their stuff so they don't spray the whole bathroom, which I think is brilliant. That helped my son a lot b/c he cried the first time we went b/c it went over the guard but when we showed him how to aim and that the guard could move to cover him he was quite pleased and excited b/c he could move it himself. If you do play with the guard excessively it may fall off, ours has like 3 times, but it's removable so its no big deal other than its gross to fish it out. Don't let that deter you though b/c my son is an extreme mover and fidgets with everything a lot, so if it can take his abuse and only fall in 2-3 times over a 7 month period that is awesome. Also he has figured out how to stand over the potty and pee like a big boy so the fact that it's small enough for him to stand over and pee in it is awesome too. This seat is amazing, just amazing. I researched every seat out there I think and this one is the best, search no further this is it, especially for BOYS!!!!!!! AWESOME SEAT!",1
"My husband and I bought this booster seat because it seemed covenient for home and travel. However, in testing it out, we found many flaws. Our oldest son is almost two and is too big for it already (even though it says ages 6mos to 4yrs), especially with the tray on. The straps that secure the booster seat onto the chair do not lock in place. After a while of my son moving around in the seat, the straps became loose and the seat was falling off the chair. We were very unhappy with this product and will be returning it for the 4 in 1 seat.",0
"Friend recommended this bather. I used plastic tub first 3 months, when baby outgrew it I gave this cushion a try. I have a double kitchen sink; cushion took up too much room so I've been using it in the bathtub. I'd rinse it and hang it to dry and it would still be wet the next night. It's been 3 months now and mildew is starting to form. I also didn't like the way baby layed down flat during bath. I am going to buy a toddler tub asap.",0
"Okay first off I didn't get this from babiesrus because they wanted to charge an arm and leg to ship it. However I got a great deal on it at babysupermall.com , I ordered it the week of christmas and got it that same week. Shipping was free and thats great when you have to purchase something you can't see in person. I love it! Looks really adorable in a white crib. Very good quality and the colors on it would go great in a lavendar or pink room. We did our daughter's room in a dark pink at bottom with white chairrail, light pink above chairrail and white crown molding. Add in the wall decorations and other accessories and its tooooo cute. Go to the website I mentioned to find ALL accessories for this. Also you'll save in the pocketbook in shipping, especially if you want the whole collection.",1
"I read all the other people having trouble with the leaking...we didn't even GET that far!!! It took both my husband and I pulling on the ends of the tub to try to get it open enough to lock it open, and couldn't even get it to lock!!! and when it's open, you can't fit it in the sink...the sling? great, but you can just buy it separate...I couldn't even use this once...returned and got the fold away tub, which is really inexpensive, fits in the sink, doesn't get moldy, and when it dries, I can just put in in a corner and it's hidden, it gets that small....DO NOT BUY THIS TUB, IT'S HORRIBLE!!!",0
"The product is very good overall, it does its purpose that is to keep my 8 1/2 month old, who is crawling, out of trouble. She loves to stand up holding onto to it also. The only thing that is a little hard is to fold it as it is large and I am always trying not to bang to furniture.",1
"I decided to try this mat (in Blue/Gold), even though it has quite a few negative comments. With free shipping and a an option to send it back, it's worth trying.I've seen a few other mats in use, mostly the alphabet one, and absolutely hated the design and colors. This one looks pretty cool for a baby product. I have it 4 out of 5 stars for slight imperfections, like tiny gaps around the connectors, few minor dents on on tiles, etc.One thing to look at while putting the mat together: the texture has a dotted pattern that lines up one way (and goes on an angle the other way). When put in the same direction, the pieces fit together much better.Other from that, connectors sit quite tight, colors, even if not as vivid as on my screen, are great, and I haven't notice any smell to it.A keeper! Even if slightly pricey for a play mat, I'm hoping my 6-month-old will use it for the next 2 years, and with a possible second addition to the family, it could be in use even longer.EDITED - May 6, 2011After a few months of exploitation - it looks awful. The outer layer pierces easily, my stepson chased our dog over it a couple times, and it's all scratched up and poked. I do not expect it to be indestructible, but thought that at this price it would be at least as durable as cheap, $20 mats. It's not.My son loves to pull it apart and chews on it - even tho he doesn't puncture the surface, the foam never goes back to it's original form.I guess it could work better for someone who's baby is a little neat-freak, but mine is not.I still love the design, and it falling apart when played on is not a big deal, but the quality issue is killing me...",0
"Very soft, nice baby blue color. However description states that it's for a contoured changing pad but when I put it on there's some room between the middle of the pad and the cover. It's not tight, when baby gets placed on it, it conforms but when baby's not on it it's lifted.",0
"The wipes are quite small and very thin. Not very helpful for those 'messy' ones, especially when you have to use twice as many.",0
I like that the bed is convertible. My kid loves the race car. He'll be 2 in a couple of months and the transition from the crib has been going better than expected. Great bed. Easy to assemble and sturdy.,1
"There's not much out there for mini cribs, and this mattress was perfect for the long visit at gma and gpa's. My baby would be sleeping for over a week in the mini crib so I wanted to make sure both of us would be getting sleep. It's firm, comfortable, and baby had no problems sleeping! Don't count on the thin foam mattress that comes with the crib to serve any purpose other than for taking short naps in, or at most, an overnight visit.",1
"This seat is perfect for restaurants, trips to Grandma's etc. We even use it to feed our son when we are sitting on our deck. We use it much more than we thought we would. My son is only 8 months old so I know we will get many more uses as it transitions to a booster seat too. I also love how the tray has a cover to keep it sanitary. A great buy for the money!",1
"These are cheap and terrible. When I washed them before use, they nearly fell apart! Little pieces are coming off. I would never use these for burp cloths; the baby could choke on the pieces.Gerber 12-Pack Flatfold Birdseye Cloth Diapers - White",0
"I don't normally do reviews, but I felt that I had to on this one. This stroller is very poorly constructed. I have had it for two days now and already the fabric on the seat is torn in two places and the seat is broken. There are two little latches on the seat, and one of them broke off, so now the seat is crooked. I was not rough on the stroller at all. The fabric gets caught very easily on the frame when you fold it up and unfold it. That's how it got ripped. As far as the seat, I didn't notice it until I took my son to the zoo for the day, and tried to figure out why he was sitting so crookedly. Also, the wheels squeak horribly. I was totally embarrassed driving the thing around. The positives are that it does look nice, it rides pretty smooth, and the wheels come off easily so that it fits in car trunks without a problem. Still, the poor quality outweighs the pros, so I will be returning it. I would not recommend it.",0
"This is a really neat toy, it looks adorable to my 5 year old, the blue and green lighting is really cool. I agree with others that the yellow color is not very visible. However, this light is a constant pain for me. The batteries only last through 3 nights and I did verify that it shuts off after 20 minutes. I bought rechargeable batteries so I am not throwing so many away, however the compartment for the batteries is so tight that it requires a small flat head screwdriver to get the batteries out. This can require some hunting around in my house. A note for the design company that If you design it after a turtle, make it a little larger so you can use C or D type batteries, not AAA batteries.",0
"Pampers Baby Dry are our favorite diapers, we've been together from size 1 to size 6.The only reason why I'm giving this product 4 stars is that within the last 6 months, nearly every box we receive contains few diapers with substandard closures &lt;- the little flaps come right off once you pull them.----On the other hand, we are very impressed with Amazon Mom - it delivers everything it promises, from savings to on-time-delivery.",0
I ordered this set to take on vacation and it worked out beautifully. I didn't have to wash them or worry about losing a piece. And I came home with less in my bags!,1
"I own three of these gates and I love them! I have all of them mounted on the hardware as oppossed to just pressure mounting them. I have a very active 2 year-old boy. He will hang off of them, slam them open and close when he can, and just flat out bang on them. I love that I can see through them and I don't have to worry about my son sticking his arms through any bars. The only downside to this gate is that the clear plastic has gotten marks from my son banging his toys on it and it is very hard to remove some of them. Overall, I would recommmend this gate to anyone!",1
"I was very excited to order this gate for the top of the stairs as I have a 2 year old and an 11 month, and both are very active. From the review on this site and the ones on other sites I thought I was going to get a superb gate, as I really didn't care much about the slight difficulty in use as long as it protected my boys. This gate has been up a total of three weeks and my two year old already managed to break it which is unacceptable to me. When he wanted to go downstairs as he obviously can walk down stairs fine he would put a little weight by leaning on the gate in the middle. We always nixed this right away so it really didn't get leaned on all that much. So even with just a small amount of leaning on it he managed to bend the top part of the main base about 45 degrees to the inside!!! This now causes the latch of the top bracket to be loose...you can kind of manually tighten by turning the roll, but today my dog nudged the gate twice (not hard at all) with his nose and totally unlatched the top and was able to get through the gate. Very disappointed. Now you may wonder if we installed this right, and be assured we did, used the level and all.After a few times the lock/unlock mechanism was easy to figure out. I can definitely unlock and open the gate with one hand...to lock it with one hand had to be real lucky, but it is rather hard to catch both the hooks with one hand. As others have stated it is also very loud, but again if it was a safe gate that would not have bothered me.I would not recommend you get this gate unfortunaltly.",0
"I had bought this cause I thought its cute. well its cute but it doesn't function well. My 2 1/2 year old son slides all over the place, its not secure at all. When he pees he pees over and the pee goes even in between the seat so i have to flush everything and clean the toilet. the cup holder is a joke.. it really holds nothing, so i cannot recommend this for boys at all. I am about to get another potty seat, something that will hold his pee and will fit safely in my toilet.",0
"I had this for about 1 hour, trying to give it the benifit of the doubt, but then gave up on it and returned if to the store. It got good sound signal, but everything interfered with it (nearby phones, people walking between the base and the unit, ect) and then the video monitor had a constand roll, despite a never ending tweaking of the V hold dial. I would get it still for about 2 minutes, walk away for a second, come back and it was in full tilt spin. Just not workable nor worth the investment. There are a couple other brands out there, look at them first (like Summer). This is Saftey is actually saftey last.",0
"THESE PAMPERS HOLD ALLOT, MY SON IS NOT BEING POTTY TRAINED SO THEY HOLD EVERYTHING. THEY ALSO WORK OVER NIGHT. BUT SOMETIMES AT NIGHT THEY WILL LEAK BUT THATS IF HE SLEEPS AN EXTRA LONG NIGHT. I THINK I HAVE ONLY HAD 2 TIMES THEY LEAKED AND THAT WAS WHEN HE SLEPT FOR OVER 11 HOURS. GREAT PRICE TOO",0
This monitor was a gift when my daughter was born and I am so glad that I did not waste my own money on it. The projector quit working after 2 months and the static on the receiver is unbearable. We can't set anything next to the receiver or even walk by it without the static getting louder. We are currently looking for a new system.,0
Excellent diapers! Held in alot of messes. The only reason they stopped working is because I needed to move a size up.,0
"Of course we wanted the best for our son. I read all reviews, compaired all brands, did my homework. Never thought I would have such a big mess using the Avent bottles. My son was a month early so he was smaller than normal (6lbs 6oz-if that is small). From the first feeding he got way to much formula and half the bottle ended up down the front of him. Not because the bottle leaked, but because he couldn't handle the flow and was spitting it out. I was horrified! After two weeks of trying, and it not getting better, I looked for another bottle and ended up with a much cheaper bottle and NO SPILLS! I have no complaints about the bottle itself - the flow is just to much for my baby (yes, I was using &quot;#1&quot; nipples). What a disappointment! I will give it another try in the future when he is older...wish me luck!",0
"I'm decorating my baby room now, and Tiddli Winks' safari collection is perfect for a boy or a girl. I love the bright colors, and the rug is adorable. It is a little small - would be nice if they offered a rectangular rug w/ 2 more squares.",1
"I bought 2 boxes of 4oz liners and 2 boxes of 8oz liners and i absolutely hate them. I have both the premium nurser bottles and the standard bottles, and when I use these liners they don't hold true to the ounce markings. I even use a real bottle that has true markings for ounces, and will put the water in there before filling the nurser bottle with this liner. Its almost as i the bottle isn't wide enough. And if I use the 4oz bottle with this liner and try to put in two scoops of formula and you can BARELY fit one scoop in! I received some preformed when I bought both sets of bottles and didn't try them at first since I had the other liners, but now that I've had so many difficulties with these liners- I'm using the preformed and I love them. So I guess I'll be giving away these liners!",0
"We don't use the tub much now, just the sling. My girls are 6 months now (25 inches) and the tub doesn't seem long enough with the sling in it. It might be nice when they can sit on their own, but right now they can't. We only used (well, tried to use)the sprayer once or twice. Now I just lay them on the sling in the tub and use my own shower sprayer. Needless to say, I'm looking for a bath seat now after struggling for months with baths.",0
"I had purchased two of these in order to make a free standing area in our living room for our first baby. Being a first time parent, it is difficult to know what the sound investments will be and this one left me very disappointed and wishing for my $200 back. First, when I put my son inside the area, he was able to stand up and pull on one side and walk it in until the entire structure became unstable and fell over? Thus, we stopped using it until the giant monstrosity consuming our living room became unbearable & I decided To try and salvage the structure by affixing iit to the walls- even though I did not want to drill into the walls in the first place. Only thing was I no longer had the hole template and there were no measurements in the instruction manual to tell you where to measure out the holes. I called costumer service and after a 15 minute wait, was told that they had no template and had no measurements to give me. Being a busy working mom, that even writing this review was a stretch, had no idea this product would take so much time to try to salvage. I would not waste your time or hard earned money on this one, so beware!",0
"At first i thought these wipes were amazing beause they are so soft, but I noticed tiny linty fibers on my son's penis that would get stuck around there. Also the wipes leave an oily and slightly stinky odor on your hands. I am going back to Huggies wipes!",0
"my husband and i were very excited to get this a day earlier than expected, only to be very sorely disappointed that the carrying tote was broken when we opened the box. what's even worse is the metal rod that helps attach the blade to the mill looked dirty and rusted! i wonder if this was returned before!amazon was quick to refund us. their reseller made a complete mess out of this order.",0
"After having a potty seat that you take on & off the toilet, we finally tried this Potty Pal seat. My almost 4yr old daughter can easily take the proper seat down to go to the bathroom. The childs & adult seat is light & will not come slamming down. They all fit in the seat cover nicely & is not akward as an adult to use. Highly recommend & wish I would have bought this after she outgrew the stand alone potty seat.",1
"The swing is sturdy, attractive, and effective judging from the response of my granddaughter. The only drawback seems to be the bar containing the toys across the body of the swing pulls out too easily. This is not a safety hazard just a nuisance.",0
"I bought these bottles thinking that since my daughter likes her soothie pacifier, then this would be a good transition bottle from breast to bottle. WRONG!!! She hated these bottles. I would put the pacifier in her mouth and then try to get her to take the bottle and she would scream bloody murder. I gave these bottles one star because I think it is a good concept but unfortunately didn't work for us. The only bottle she would take was the Playtex bottles with the big nipples that she could grasp good with her mouth.",0
"Good value for me for two reasons. With Amazon Mom and Subscribe & Save discounts, you get lots of diapers for the cash. Also, my little guy had to have most of his colon removed when he was 6mo, which means we have a lot of messy diapers. Pampers keeps the mess in the diaper much better than other brands I have tried. So, they save us from a lot of extra icky laundry and accidents.",1
